SSC_NAME_2011,POA_CODE_2011
Noosa Heads,4567
Sunrise Beach,4567
Castaways Beach,4567
Sunshine Beach,4567
Pomona (Qld),4568
Pinbarren,4568
Federal (Qld),4568
Cooran,4569
Wallu,4570
Tamaree,4570
Araluen (Qld),4570
Gympie,4570
Monkland,4570
Victory Heights (Qld),4570
Southside,4570
Jones Hill,4570
Curra,4570
Brooloo,4570
Imbil,4570
Bollier,4570
Kandanga,4570
Wolvi,4570
Kandanga Creek,4570
Pie Creek,4570
The Palms,4570
Goomboorian,4570
Greens Creek (Qld),4570
Canina,4570
Veteran,4570
Neerdie,4570
Wilsons Pocket,4570
Amamoor,4570
Chatsworth (Qld),4570
Mothar Mountain,4570
East Deep Creek,4570
North Deep Creek,4570
The Dawn,4570
Cedar Pocket,4570
Theebine,4570
Traveston,4570
Kybong,4570
Calico Creek,4570
Langshaw,4570
Glastonbury,4570
Tandur,4570
Lagoon Pocket,4570
Bells Bridge,4570
Gunalda,4570
Kia Ora (Qld),4570
Nahrunda,4570
Woolooga,4570
Lower Wonga,4570
Widgee,4570
Glenwood (Qld),4570
Kanigan,4570
Kin Kin,4571
Alexandra Headland,4572
Coolum Beach,4573
Mount Coolum,4573
Yaroomba,4573
Point Arkwright,4573
Peregian Beach,4573
Peregian Springs,4573
Marcus Beach,4573
Kenilworth,4574
Obi Obi,4574
Gheerulla,4574
Minyama,4575
Buddina,4575
Parrearra,4575
Warana,4575
Bokarina,4575
Wurtulla,4575
Birtinya,4575
Tin Can Bay,4580
Cooloola Cove,4580
Cooloola,4580
Rainbow Beach,4581
Fraser Island,4581
Kilkivan,4600
Cinnabar,4600
Goomeri,4601
Tansey,4601
Murgon,4605
Moffatdale,4605
Wheatlands,4605
Tablelands (South Burnett - Qld),4605
Cloyna,4605
Cherbourg,4605
Wondai,4606
Tingoora,4608
Cushnie,4608
Wooroolin,4608
Kingaroy,4610
Booie,4610
Ballogie,4610
Durong,4610
Goodger,4610
Memerambi,4610
Gordonbrook,4610
Inverlaw,4610
Kumbia,4610
Haly Creek,4610
Ironpot (South Burnett - Qld),4610
Taabinga,4610
Coolabunia,4610
Ellesmere,4610
Mondure,4611
Hivesville,4612
Proston,4613
Yarraman (Qld),4614
South East Nanango,4615
Nanango,4615
Brooklands,4615
Glan Devon,4615
East Nanango,4615
Wattle Camp,4615
Runnymede (Qld),4615
South Nanango,4615
Maidenwell,4615
Brooweena,4620
Boompa,4620
Biggenden,4621
Dallarnil,4621
Degilbo,4621
Gayndah,4625
Binjour,4625
Didcot,4625
Coalstoun Lakes,4625
Ideraway,4625
Mundubbera,4626
Boynewood,4626
Mundowran,4626
Glenrae,4626
Eidsvold,4627
Monto,4630
Cania,4630
Moonford,4630
Yarrol,4630
Kalpowar,4630
Three Moon,4630
Eidsvold West,4630
Tellebang,4630
Aldershot,4650
Dundathu,4650
Duckinwilla,4650
Granville (Qld),4650
Bidwill (Qld),4650
Maryborough (Qld),4650
Maryborough West,4650
Oakhurst (Qld),4650
Bauple,4650
Yengarie,4650
Yerra,4650
Mungar,4650
Tinana South,4650
Owanyilla,4650
Antigua,4650
Paterson (Qld),4650
Tiaro,4650
Bauple Forest,4650
Teddington,4650
Maaroom,4650
Tinnanbar,4650
Poona,4650
Boonooroo,4650
Tinana,4650
Booral (Qld),4655
Nikenbah,4655
Walligan,4655
River Heads,4655
Sunshine Acres,4655
Craignish,4655
Dundowran Beach,4655
Dundowran,4655
Pialba,4655
Urraween,4655
Eli Waters,4655
Point Vernon,4655
Torquay (Qld),4655
Kawungan,4655
Scarness,4655
Urangan,4655
Wondunna,4655
Toogoom,4655
Takura,4655
Burrum River,4659
Howard,4659
Burrum Heads,4659
Pacific Haven,4659
Isis Central,4660
North Isis,4660
Goodwood (Qld),4660
Redridge,4660
Childers (Qld),4660
Apple Tree Creek,4660
Cordalba,4660
Woodgate,4660
Buxton (Qld),4660
Kullogum,4660
South Isis,4660
Horton,4660
Torbanlea,4662
Kepnock,4670
Ashfield (Qld),4670
Bargara,4670
Rubyanna,4670
Qunaba,4670
Elliott Heads,4670
Woongarra,4670
Innes Park,4670
Coral Cove,4670
Burnett Heads,4670
Branyan,4670
Kensington (Qld),4670
Bundaberg West,4670
Bundaberg South,4670
Bundaberg Central,4670
Kalkie,4670
Bundaberg East,4670
Bundaberg North,4670
Gooburrum,4670
Oakwood (Qld),4670
Sharon,4670
Moore Park Beach,4670
Moorland (Qld),4670
Welcome Creek,4670
Meadowvale,4670
South Kolan,4670
Bucca (Qld),4670
Avondale (Qld),4670
Winfield,4670
South Bingera,4670
Pine Creek (Qld),4670
Alloway,4670
Kinkuna,4670
Calavos,4670
Elliott (Qld),4670
Coonarr,4670
Millbank (Qld),4670
Avoca (Qld),4670
Norville,4670
Svensson Heights,4670
Avenell Heights,4670
Thabeban,4670
Walkervale,4670
Booyal,4671
Bungadoo,4671
Delan,4671
Maroondan,4671
McIlwraith,4671
Morganville,4671
Tirroan,4671
Gin Gin (Qld),4671
Wallaville,4671
Dalysford,4671
Horse Camp,4671
Moolboolaman,4671
Gaeta,4671
Mount Perry,4671
Yandaran,4673
Rosedale (Qld),4674
Euleilah,4674
Deepwater (Qld),4674
Gindoran,4676
Lowmead,4676
Eurimbula,4677
Agnes Water,4677
Captain Creek,4677
Colosseum,4677
Miriam Vale,4677
Seventeen Seventy,4677
Turkey Beach,4678
Bororen,4678
Tannum Sands,4680
Boyne Island,4680
Callemondah,4680
Byellee,4680
New Auckland,4680
Clinton (Qld),4680
Kirkwood,4680
Toolooa,4680
South Gladstone,4680
Barney Point,4680
Gladstone Central,4680
Benaraby,4680
West Stowe,4680
Burua,4680
Gladstone Harbour,4680
Boyne Valley,4680
Calliope (Qld),4680
Wooderson,4680
River Ranch,4680
Beecher,4680
Wurdong Heights,4680
Sun Valley (Qld),4680
Kin Kora,4680
South Trees,4680
Glen Eden,4680
Telina,4680
O'Connell (Qld),4680
West Gladstone,4680
Yarwun,4694
Mount Larcom,4695
Ambrose,4695
Bracewell,4695
Bajool,4699
Wandal,4700
West Rockhampton,4700
Fairy Bower,4700
Depot Hill,4700
Port Curtis,4700
Rockhampton City,4700
The Keppels,4700
The Range (Qld),4700
Allenstown,4700
Berserker,4701
The Common,4701
Frenchville,4701
Mount Archer (Rockhampton - Qld),4701
Rockyview,4701
Koongal,4701
Lakes Creek,4701
Norman Gardens,4701
Limestone Creek,4701
Park Avenue,4701
Kawana,4701
Ironpot (Rockhampton - Qld),4701
Nerimbera,4701
Duaringa,4702
Dingo,4702
Bluff,4702
Rolleston,4702
The Gemfields,4702
Gindie,4702
Willows,4702
Rewan,4702
Comet,4702
Baralaba,4702
Banana,4702
Argoon (Qld),4702
Dululu,4702
Smoky Creek,4702
Goovigen,4702
Wowan,4702
Bouldercombe,4702
Marmor,4702
The Caves,4702
Etna Creek,4702
Gracemere,4702
Kabra,4702
Parkhurst,4702
Cawarral,4702
Nankin,4702
Mount Chalmers,4702
Keppel Sands,4702
Coowonga,4702
Tungamull,4702
Coral Sea (Gladstone - Qld),4702
Stanage,4702
Milman,4702
Pink Lily,4702
Gogango,4702
Westwood (Qld),4702
Stanwell,4702
Ridgelands,4702
Alton Downs,4702
Kinka Beach,4703
Tanby,4703
Bangalee (Qld),4703
Bungundarra,4703
Byfield,4703
Woodbury (Qld),4703
Farnborough,4703
Bondoola,4703
Lake Mary,4703
Barmoya,4703
Adelaide Park,4703
Stockyard (Rockhampton - Qld),4703
Barlows Hill,4703
Taranganba,4703
Mulambin,4703
Rosslyn,4703
Lammermoor,4703
Hidden Valley (Qld),4703
Yeppoon,4703
Pacific Heights,4703
Inverness,4703
Cooee Bay,4703
Taroomball,4703
Barmaryee,4703
Meikleville Hill,4703
Mackenzie River,4705
St Lawrence,4707
The Percy Group,4707
Tieri,4709
Emu Park,4710
Zilzie,4710
Glendale (Qld),4711
Glenlee (Qld),4711
Duaringa,4712
Woorabinda,4713
The Mine,4714
Baree,4714
Mount Morgan,4714
Horse Creek,4714
Struck Oil,4714
Prospect (Qld),4715
Valentine Plains,4715
Mount Murchison,4715
Orange Creek,4715
Lonesome Creek,4715
Biloela,4715
Thangool,4716
Lawgi Dawes,4716
Blackwater,4717
Mungabunda,4718
Moura,4718
Kianga (Qld),4718
Isla,4719
Cracow,4719
Theodore (Qld),4719
Emerald (Qld),4720
Clermont,4721
Kilcummin,4721
Belyando,4721
Arcturus,4722
Springsure,4722
Cona Creek,4722
Theresa Creek (Qld),4723
Capella,4723
Tieri,4723
Alpha,4724
Barcaldine,4725
Muttaburra,4726
Aramac,4726
Ilfracombe,4727
Jericho (Qld),4728
Longreach (Qld),4730
Maneroo,4730
Isisford,4731
Corfield,4733
Winton (Qld),4735
Freshwater Point,4737
Sarina Range,4737
Sarina,4737
Armstrong Beach,4737
Campwin Beach,4737
Sarina Beach,4737
Ilbilbie,4738
Koumala,4738
Carmila,4739
Beaconsfield (Qld),4740
Mackay Harbour,4740
Andergrove,4740
East Mackay,4740
Eimeo,4740
Blacks Beach,4740
Dolphin Heads,4740
Rural View,4740
Mackay,4740
Mount Pleasant (Mackay - Qld),4740
Glenella,4740
Richmond (Mackay - Qld),4740
Erakala,4740
North Mackay,4740
Cremorne (Qld),4740
Paget,4740
Bakers Creek (Qld),4740
Ooralea,4740
Racecourse,4740
Grasstree Beach,4740
Hay Point,4740
Alligator Creek (Mackay - Qld),4740
The Leap,4740
Habana,4740
Mount Jukes,4740
Balnagowan,4740
Dumbleton,4740
Slade Point,4740
South Mackay,4740
McEwens Beach,4740
Sandiford,4740
Munbura,4740
Balberra,4740
Homebush (Qld),4740
Alexandra (Qld),4740
Te Kowai,4740
Dunnrock,4740
West Mackay,4740
Coppabella (Qld),4741
Coral Sea (Gladstone - Qld),4741
Farleigh,4741
Pinnacle (Qld),4741
Gargett,4741
North Eton,4741
Seaforth (Qld),4741
Hampden (Qld),4741
Ball Bay,4741
Mount Pelion,4741
Mount Ossa,4741
Yalboroo,4741
Kuttabul,4741
Pleystowe,4741
Eton,4741
Oakenden,4741
Whitsundays,4741
Mount Britton,4742
Nebo,4742
Valkyrie,4742
Glenden,4743
Moranbah,4744
Dysart (Qld),4745
Middlemount,4746
Bucasia,4750
Shoal Point,4750
Greenmount (Mackay - Qld),4751
Victoria Plains,4751
Palmyra (Qld),4751
Walkerston,4751
Marian,4753
Mount Martin,4754
Mirani,4754
Finch Hatton,4756
Crediton,4757
Eungella (Qld),4757
St Helens Beach,4798
Calen,4798
Bloomsbury,4799
Midge Point,4799
Laguna Quays,4800
Cannon Valley,4800
Cape Conway,4800
Strathdickie,4800
Riordanvale,4800
Hamilton Plains,4800
Preston (Whitsunday - Qld),4800
Mount Julian,4800
Conway,4800
Thoopara,4800
Proserpine,4800
Palm Grove (Qld),4800
Gregory River (Whitsunday - Qld),4800
Dingo Beach,4800
Kelsey Creek,4800
Glen Isla,4800
Whitsundays,4801
Airlie Beach,4802
Mandalay,4802
Cannonvale,4802
Jubilee Pocket,4802
Flametree,4802
Mount Rooper,4802
Shute Harbour,4802
Woodwark,4802
Whitsundays,4803
Collinsville (Qld),4804
Scottville,4804
Mount Coolon,4804
Bowen,4805
Guthalungra,4805
Coral Sea (Whitsunday - Qld),4805
Home Hill,4806
Inkerman (Qld),4806
Fredericksfield,4806
Osborne (Qld),4806
Ayr,4807
McDesme,4807
Jarvisfield,4807
Airville,4807
Mount Kelly,4807
Millaroo,4807
Clare (Qld),4807
Alva,4807
Brandon,4808
Giru,4809
Jerona,4809
Belgian Gardens,4810
Rowes Bay,4810
Pallarenda,4810
Town Common,4810
West End (Townsville - Qld),4810
South Townsville,4810
Railway Estate,4810
Cape Cleveland,4810
Castle Hill (Qld),4810
North Ward,4810
Townsville City,4810
Mount Stuart (Qld),4811
Cluden,4811
Oonoonba,4811
Idalia,4811
Oak Valley,4811
Stuart (Qld),4811
Wulguru,4811
Roseneath,4811
Currajong,4812
Gulliver,4812
Rosslea,4812
Hermit Park,4812
Pimlico (Qld),4812
Hyde Park (Qld),4812
Mysterton,4812
Mundingburra,4812
Murray,4813
Aitkenvale,4814
Annandale (Qld),4814
Cranbrook (Qld),4814
Douglas (Townsville - Qld),4814
Garbutt,4814
Vincent,4814
Heatley,4814
Mount Louisa,4814
Condon,4815
Rasmussen,4815
Gumlow,4815
Kelso (Qld),4815
Pinnacles,4815
Carruchan,4816
Prairie (Qld),4816
Ravenswood (Qld),4816
The Cape,4816
Greenvale (Qld),4816
Palm Island,4816
Balgal Beach,4816
Rollingstone,4816
Woodstock (Qld),4816
Majors Creek (Qld),4816
Mount Elliot (Qld),4816
Alligator Creek (Townsville - Qld),4816
Nome,4816
Julago,4816
Cungulla,4816
Hervey Range (Charters Towers - Qld),4817
Alice River,4817
Rangewood,4817
Bohle Plains,4817
Thuringowa Central,4817
Kirwan,4817
Bushland Beach,4818
Mount Low,4818
Jensen,4818
Burdell,4818
Deeragun,4818
Beach Holm,4818
Town Common,4818
Bohle,4818
Black River (Qld),4818
Yabulu,4818
Bluewater,4818
Toomulla,4818
Toolakea,4818
Saunders Beach,4818
Bluewater Park,4818
Nelly Bay,4819
Picnic Bay,4819
West Point,4819
Horseshoe Bay,4819
Arcadia (Qld),4819
Mosman Park (Qld),4820
Towers Hill,4820
Queenton,4820
Millchester,4820
Richmond Hill (Qld),4820
Alabama Hill,4820
Toll,4820
Lissner,4820
Grand Secret,4820
Seventy Mile,4820
Campaspe,4820
Southern Cross (Qld),4820
Breddan,4820
Broughton (Qld),4820
Basalt (Qld),4820
Hughenden,4821
Stamford,4821
Richmond (Richmond - Qld),4822
Julia Creek,4823
McKinlay,4823
Cloncurry,4824
Lawn Hill,4825
Mornington (Qld),4825
Soldiers Hill (Qld),4825
Mount Isa City,4825
The Gap (Mount Isa - Qld),4825
Parkside (Qld),4825
Happy Valley (Qld),4825
Healy,4825
Mica Creek,4825
Pioneer (Qld),4825
Townview,4825
Mount Isa,4825
Winston,4825
Miles End,4825
Menzies (Qld),4825
Sunset,4825
Fisher (Qld),4825
Dajarra,4825
Alpurrurulam,4825
Camooweal,4828
Boulia,4829
Piturie,4829
Bedourie,4829
Doomadgee,4830
Burketown,4830
Hinchinbrook (Qld),4849
Cardwell,4849
Ellerbeck,4849
Lumholtz,4849
Ingham,4850
Trebonne,4850
Braemeadows,4850
Macknade,4850
Halifax,4850
Lucinda,4850
Taylors Beach (Qld),4850
Hawkins Creek,4850
Long Pocket,4850
Cordelia,4850
Toobanna,4850
Victoria Plantation,4850
Bemerside,4850
Forrest Beach (Qld),4850
Bambaroo,4850
Abergowrie,4850
Blackrock,4850
Bingil Bay,4852
Dunk,4852
Mission Beach,4852
Wongaling Beach,4852
South Mission Beach,4852
Carmoo,4852
Tam O'Shanter,4852
Birkalla,4854
Tully,4854
Kooroomool,4854
Euramo,4854
Bilyana,4854
Tully Heads,4854
Silky Oak,4854
Bulgun,4854
Feluga,4854
East Feluga,4854
Dingo Pocket,4854
Murray Upper,4854
Walter Hill,4854
Maria Creeks,4855
El Arish,4855
Gulngai,4856
Silkwood,4856
Silkwood,4857
Arafura Sea,4857
Mourilyan,4858
Etty Bay,4858
New Harbourline,4858
South Johnstone,4859
Eubenangee,4860
Fitzgerald Creek,4860
Garradunga,4860
Vasa Views,4860
East Innisfail,4860
Belvedere,4860
Mighell,4860
Goondi Bend,4860
Hudson,4860
Goondi Hill,4860
Innisfail,4860
Cullinane,4860
South Innisfail,4860
Webb,4860
Sundown (Cassowary Coast - Qld),4860
Flying Fish Point,4860
Coconuts,4860
Innisfail Estate,4860
Coorumba,4860
East Palmerston,4860
Mundoo,4860
Wooroonooran (Cairns - Qld),4860
Babinda (Qld),4861
Gordonvale,4865
Green Hill,4865
Little Mulgrave,4865
Goldsborough (Qld),4865
Bayview Heights,4868
Mount Sheridan (Qld),4868
White Rock (Cairns - Qld),4868
Woree,4868
Bentley Park,4869
Edmonton,4869
Wrights Creek (Qld),4869
Brinsmead,4870
Freshwater (Qld),4870
Aeroglen,4870
Stratford (Qld),4870
Whitfield (Qld),4870
Kamerunga,4870
Redlynch,4870
Barron Gorge,4870
Parramatta Park,4870
Cairns North,4870
Cairns City,4870
Earlville,4870
Mooroobool,4870
Kanimbla (Qld),4870
Lamb Range,4870
Manoora (Qld),4870
Manunda,4870
Bungalow,4870
Portsmith,4870
Westcourt,4870
Edge Hill,4870
Macalister Range,4871
East Trinity,4871
Aloomba,4871
Fishery Falls,4871
Bellenden Ker,4871
Bartle Frere,4871
Bramston Beach,4871
Mirriwinni,4871
Kurrimine Beach,4871
Moresby (Qld),4871
Camp Creek (Qld),4871
Cowley Beach,4871
Mena Creek,4871
Wangan,4871
Basilisk,4871
Yarrabah,4871
Aurukun,4871
Lakefield,4871
Laura (Qld),4871
Coen,4871
Lakeland,4871
Lockhart River,4871
Georgetown (Qld),4871
Forsayth,4871
Mount Surprise,4871
Croydon (Qld),4871
Pormpuraaw,4871
Kowanyama,4871
Chillagoe,4871
Mount Carbine,4871
Julatten,4871
Mount Molloy,4871
Wellesley Islands,4871
Walkamin,4872
Innot Hot Springs,4872
Mount Garnet,4872
Tinaroo,4872
Barrine,4872
Kairi,4872
Dimbulah,4872
Mossman,4873
Cooya Beach,4873
Newell,4873
Mossman Gorge,4873
Cow Bay,4873
Wonga (Qld),4873
Whyanbeel,4873
Miallo,4873
Bonnie Doon (Qld),4873
Shannonvale (Qld),4873
Cape Tribulation,4873
Low Isles,4873
Daintree,4873
Mapoon,4874
Shelburne,4874
Mission River,4874
Evans Landing,4874
Nanum,4874
Trunding,4874
Rocky Point (Weipa Town - Qld),4874
Coral Sea (Gladstone - Qld),4875
Torres Strait,4875
Thursday Island,4875
Prince Of Wales,4875
Horn,4875
Iama Island,4875
Masig Island,4875
Poruma Island,4875
Erub Island,4875
Mer Island,4875
Boigu Island,4875
Dauan Island,4875
Keriri Island,4875
Ugar Island,4875
Saibai Island,4875
Badu Island,4875
Mabuiag Island,4875
Moa Island,4875
Warraber Islet,4875
Injinoo,4876
Somerset (Qld),4876
Bamaga,4876
New Mapoon,4876
Seisia,4876
Umagico,4876
Punsand,4876
Torres Strait,4876
Port Douglas,4877
Craiglie,4877
Oak Beach,4877
Mowbray (Qld),4877
Caravonica,4878
Smithfield (Qld),4878
Yorkeys Knob,4878
Holloways Beach,4878
Machans Beach,4878
Palm Cove,4879
Clifton Beach (Qld),4879
Kewarra Beach,4879
Trinity Park,4879
Trinity Beach,4879
Mareeba,4880
Arriga,4880
Chewko,4880
Paddys Green,4880
Biboohra,4880
Koah,4881
Kuranda,4881
Speewah,4881
Tolga,4882
Atherton,4883
Upper Barron,4883
Wongabel,4883
East Barron,4883
Lake Eacham,4884
Yungaburra,4884
Lake Barrine,4884
Malanda,4885
Tarzali,4885
Topaz,4885
Kureen,4885
Peeramon,4885
Beatrice,4886
Millaa Millaa,4886
Wondecla,4887
Herberton,4887
Kaban,4887
Watsonville,4887
Ravenshoe,4888
Millstream (Qld),4888
Evelyn,4888
Normanton,4890
Karumba,4891
Hope Vale,4895
Bloomfield,4895
Wujal Wujal,4895
Cooktown,4895
Adelaide,5000
Adelaide,5005
North Adelaide,5006
Hindmarsh (SA),5007
Brompton,5007
Bowden,5007
Welland,5007
West Hindmarsh,5007
Croydon (SA),5008
Ridleyton,5008
West Croydon,5008
Renown Park,5008
Croydon Park (SA),5008
Devon Park (SA),5008
Dudley Park (SA),5008
Beverley (SA),5009
Allenby Gardens,5009
Kilkenny,5009
Ferryden Park,5010
Angle Park,5010
Regency Park,5010
Woodville South,5011
Woodville West,5011
Woodville (SA),5011
Woodville Park,5011
Athol Park,5012
Woodville North,5012
Mansfield Park,5012
Woodville Gardens,5012
Pennington,5013
Ottoway,5013
Rosewater,5013
Wingfield,5013
Royal Park,5014
Hendon (SA),5014
Albert Park (SA),5014
Cheltenham (SA),5014
Queenstown (SA),5014
Alberton (SA),5014
New Port,5015
Birkenhead,5015
Ethelton,5015
Glanville,5015
Port Adelaide,5015
Largs Bay,5016
Peterhead,5016
Largs North,5016
Osborne (SA),5017
Taperoo,5017
North Haven (SA),5018
Outer Harbor,5018
Semaphore Park,5019
Semaphore,5019
Semaphore South,5019
Exeter (SA),5019
West Lakes Shore,5020
West Lakes,5021
Henley Beach South,5022
Henley Beach,5022
Grange (SA),5022
Tennyson (SA),5022
Findon,5023
Grange (SA),5023
Seaton (SA),5023
Fulham Gardens,5024
Fulham (SA),5024
West Beach (SA),5024
Kidman Park,5025
Flinders Park,5025
Thebarton,5031
Mile End,5031
Mile End South,5031
Torrensville,5031
Lockleys,5032
Brooklyn Park,5032
Underdale,5032
Marleston,5033
Hilton (SA),5033
West Richmond,5033
Richmond (SA),5033
Cowandilla,5033
Millswood,5034
Kings Park (SA),5034
Wayville,5034
Goodwood (SA),5034
Clarence Park,5034
Forestville (SA),5035
Black Forest,5035
Everard Park,5035
Ashford (SA),5035
Keswick,5035
Glandore,5037
North Plympton,5037
Netley,5037
Kurralta Park,5037
South Plympton,5038
Plympton Park,5038
Plympton,5038
Camden Park (SA),5038
Edwardstown,5039
Melrose Park (SA),5039
Clarence Gardens,5039
Novar Gardens,5040
Westbourne Park,5041
Daw Park,5041
Colonel Light Gardens,5041
Cumberland Park,5041
Panorama,5041
Clovelly Park,5042
Bedford Park,5042
St Marys (SA),5042
Pasadena,5042
Ascot Park,5043
Mitchell Park (SA),5043
Marion,5043
Morphettville,5043
Park Holme,5043
Somerton Park,5044
Glengowrie,5044
Glenelg North,5045
Glenelg East,5045
Glenelg (SA),5045
Glenelg South,5045
Warradale,5046
Oaklands Park,5046
Darlington (SA),5047
Seacombe Heights,5047
Sturt (SA),5047
Seacombe Gardens,5047
North Brighton,5048
Hove,5048
Brighton (SA),5048
South Brighton,5048
Dover Gardens,5048
Kingston Park,5049
Seacliff,5049
Seacliff Park,5049
Seaview Downs,5049
Marino,5049
Eden Hills,5050
Bellevue Heights,5050
Blackwood (SA),5051
Hawthorndene,5051
Craigburn Farm,5051
Coromandel Valley,5051
Belair,5052
Glenalta,5052
Unley Park,5061
Hyde Park (SA),5061
Unley,5061
Malvern (SA),5061
Brown Hill Creek,5062
Lynton,5062
Hawthorn (SA),5062
Lower Mitcham,5062
Mitcham (SA),5062
Netherby (SA),5062
Torrens Park,5062
Clapham,5062
Kingswood (SA),5062
Springfield (SA),5062
Frewville,5063
Eastwood (SA),5063
Fullarton,5063
Highgate (SA),5063
Parkside (SA),5063
Glenunga,5064
Glen Osmond,5064
St Georges,5064
Mount Osmond,5064
Myrtle Bank (SA),5064
Brown Hill Creek,5064
Urrbrae,5064
Linden Park,5065
Tusmore,5065
Dulwich,5065
Toorak Gardens,5065
Glenside,5065
Wattle Park,5066
Stonyfell,5066
Burnside (SA),5066
Erindale,5066
Beaumont (SA),5066
Hazelwood Park,5066
Beulah Park,5067
Rose Park,5067
Kent Town,5067
Norwood (SA),5067
Kensington Park,5068
Kensington Gardens,5068
Leabrook,5068
Heathpool,5068
Marryatville,5068
Kensington (SA),5068
St Morris,5068
Trinity Gardens,5068
St Peters (SA),5069
Evandale (SA),5069
Hackney,5069
College Park,5069
Stepney,5069
Maylands (SA),5069
Payneham,5070
Payneham South,5070
Felixstow,5070
Firle,5070
Glynde,5070
Royston Park,5070
Marden,5070
Joslin,5070
Woodforde,5072
Teringie,5072
Rosslyn Park,5072
Auldana,5072
Skye (SA),5072
Magill,5072
Tranmere (SA),5073
Rostrevor,5073
Hectorville,5073
Campbelltown (SA),5074
Newton,5074
Paradise (SA),5075
Dernancourt,5075
Athelstone,5076
Collinswood,5081
Medindie Gardens,5081
Walkerville (SA),5081
Medindie,5081
Gilberton (SA),5081
Vale Park,5081
Prospect (SA),5082
Fitzroy (SA),5082
Ovingham,5082
Broadview,5083
Nailsworth,5083
Sefton Park,5083
Kilburn,5084
Blair Athol (SA),5084
Clearview,5085
Enfield (SA),5085
Northfield,5085
Northgate (SA),5085
Oakden,5086
Gilles Plains,5086
Greenacres,5086
Hillcrest (SA),5086
Manningham,5086
Hampstead Gardens,5086
Klemzig,5087
Windsor Gardens,5087
Holden Hill,5088
Highbury (SA),5089
Hope Valley (SA),5090
Banksia Park,5091
Tea Tree Gully,5091
Vista,5091
Modbury,5092
Modbury Heights,5092
Modbury North,5092
Valley View,5093
Para Vista,5093
Dry Creek (SA),5094
Gepps Cross,5094
Bolivar,5094
Pooraka,5095
Mawson Lakes,5095
Para Hills,5096
Gulfview Heights,5096
Para Hills West,5096
Redwood Park,5097
St Agnes (SA),5097
Ridgehaven,5097
Walkley Heights,5098
Ingle Farm,5098
Parafield,5106
Salisbury South,5106
Parafield Gardens,5107
Green Fields,5107
Paralowie,5108
Salisbury (SA),5108
Salisbury Downs,5108
Salisbury North,5108
Brahma Lodge,5109
Salisbury East,5109
Salisbury Heights,5109
Salisbury Plain,5109
Salisbury Park,5109
Waterloo Corner,5110
Buckland Park,5110
Bolivar,5110
Globe Derby Park,5110
Burton (SA),5110
Edinburgh,5111
Elizabeth,5112
Elizabeth Grove,5112
Elizabeth South,5112
Elizabeth Vale,5112
Elizabeth East,5112
Hillbank,5112
Davoren Park,5113
Elizabeth West,5113
Elizabeth Park,5113
Elizabeth Downs,5113
Elizabeth North,5113
Humbug Scrub,5114
Craigmore,5114
Blakeview,5114
Andrews Farm,5114
Smithfield Plains,5114
Uleybury,5114
Gould Creek,5114
One Tree Hill,5114
Yattalunga (SA),5114
Smithfield (SA),5114
Kudla,5115
Munno Para Downs,5115
Munno Para West,5115
Munno Para,5115
Hillier,5116
Evanston Gardens,5116
Evanston,5116
Evanston Park,5116
Angle Vale,5117
Gawler River,5118
Buchfelde,5118
Willaston,5118
Hewett,5118
Gawler Belt,5118
Gawler West,5118
Gawler South,5118
Gawler (SA),5118
Gawler East,5118
Concordia,5118
Kalbeeba,5118
Bibaringa,5118
Virginia (SA),5120
Penfield Gardens,5121
Macdonald Park,5121
Penfield,5121
Golden Grove,5125
Greenwith,5125
Yatala Vale,5126
Surrey Downs,5126
Fairview Park,5126
Wynn Vale,5127
Houghton,5131
Upper Hermitage,5131
Paracombe,5132
Inglewood (SA),5133
Montacute,5134
Norton Summit,5136
Ashton,5137
Basket Range,5138
Forest Range,5139
Greenhill (SA),5140
Horsnell Gully,5141
Summertown,5141
Uraidla,5142
Carey Gully,5144
Piccadilly (SA),5151
Stirling (SA),5152
Crafers West,5152
Crafers,5152
Cleland,5152
Heathfield,5153
Mylor,5153
Longwood (SA),5153
Ironbank,5153
Bradbury (SA),5153
Scott Creek,5153
Echunga,5153
Jupiter Creek,5153
Chapel Hill (SA),5153
Flaxley,5153
Macclesfield (SA),5153
Aldgate,5154
Mount George (SA),5155
Bridgewater (SA),5155
Upper Sturt,5156
Coromandel East,5157
Cherry Gardens,5157
Kangarilla,5157
Clarendon (SA),5157
Ashbourne (SA),5157
Hallett Cove,5158
O'Halloran Hill,5158
Trott Park,5158
Sheidow Park,5158
Aberfoyle Park,5159
Chandlers Hill,5159
Flagstaff Hill,5159
Happy Valley (SA),5159
Lonsdale,5160
Old Reynella,5161
Reynella East,5161
Reynella,5161
Morphett Vale,5162
Onkaparinga Hills,5162
Woodcroft (SA),5162
Onkaparinga Hills,5163
Hackham,5163
Hackham West,5163
Huntfield Heights,5163
Christie Downs,5164
Christies Beach,5165
O'Sullivan Beach,5166
Port Noarlunga,5167
Port Noarlunga South,5167
Noarlunga Downs,5168
Noarlunga Centre,5168
Old Noarlunga,5168
Moana,5169
Seaford Rise,5169
Seaford (SA),5169
Seaford Meadows,5169
Maslin Beach,5170
McLaren Vale,5171
McLaren Flat,5171
Tatachilla,5171
Blewitt Springs,5171
Willunga,5172
Willunga South,5172
Whites Valley,5172
Kuitpo,5172
Willunga Hill,5172
Aldinga Beach,5173
